,text,star,app_id,reviewDate,corrected_text,accuracy %
198,"I'm sick of it asking me to review it when I reviewed it years ago. Also, I now need a VPN to properly read my emails in China 😔",4,com.yahoo.mobile.client.android.mail,18/03/21,"I'm sick of it asking me to review it when I reviewed it years ago and also, I now need a VPN to properly read my emails in China.",82.8
199,"I Love using yahoo mail. It's always been fun, convienient, and robust to use.",5,com.yahoo.mobile.client.android.mail,18/03/21,"I Love using Yahoo Mail. It's always been fun, convenient, and robust to use.",85.7
200,Gives me the ease of use I like and allows me to have another email address to use for various outlets.,5,com.yahoo.mobile.client.android.mail,18/03/21,Gives me the ease of use I like and allows me to have another email address to use for various outlets.,100.0
201,Very usefull,5,com.yahoo.mobile.client.android.mail,18/03/21,Very useful.,50.0
202,Very useful.,5,com.yahoo.mobile.client.android.mail,18/03/21,Very useful.,100.0
203,Awsome,5,com.yahoo.mobile.client.android.mail,18/03/21,Awsome!!,0.0
204,bugs all the time. I constantly have to open the app from the app store.,1,com.yahoo.mobile.client.android.mail,18/03/21,bugs all the time. I constantly have to open the app from the app store.,100.0
205,Ive been with yahoo since early 2000. Loyal to yahoo,5,com.yahoo.mobile.client.android.mail,18/03/21,Ive been with yahoo since early 2000. Loyalty to yahoo.,80.0
206,Been using it since 2006. Never a problem.,5,com.yahoo.mobile.client.android.mail,18/03/21,Been using it since 2006. Never had a problem.,87.5
207,Good,5,com.yahoo.mobile.client.android.mail,18/03/21,Good.,0.0
208,This app has really approved and works very well.,4,com.yahoo.mobile.client.android.mail,18/03/21,This app has really been approved and works very well.,88.9
209,Perfect app! 🌟,5,com.yahoo.mobile.client.android.mail,18/03/21,Perfect app!,66.7
210,Enjoy keeping up with the mail,4,com.yahoo.mobile.client.android.mail,18/03/21,Enjoy keeping up with the mail.,83.3
211,Very good,5,com.yahoo.mobile.client.android.mail,18/03/21,Very good.,50.0
212,No me gusta,2,com.yahoo.mobile.client.android.mail,18/03/21,Me gusta no me gusta,66.7
213,Works great,5,com.yahoo.mobile.client.android.mail,18/03/21,Works great!,50.0
214,Great,5,com.psafe.msuite,18/03/21,Great,100.0
215,I have no complaints as of yet..,5,com.psafe.msuite,18/03/21,I have no complaints as of yet.,85.7
216,Great as always,5,com.psafe.msuite,18/03/21,Great as always.,66.7
217,You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND COOOOOOOOOOOL AND RIGHT THERE IF SOMETHING IS WRONG,5,com.psafe.msuite,18/03/21,"You are REALLY TRULY REAL TRUE WORDS ARE AAAAAAAAAWWWWEEEEEESOME AND RIGHT THERE IF SOMETHING IS WRONG, THE END-IN-END (THE MOST SMOKE TO MY",83.3
218,তথছ,5,com.psafe.msuite,18/03/21,,0.0
219,Waist of time,1,com.psafe.msuite,18/03/21,Waist of time.,66.7
220,Keeps alook out at all times,4,com.psafe.msuite,18/03/21,Keeps an eye out at all times.,66.7
221,Nice app,5,com.psafe.msuite,18/03/21,Nice app.,50.0
222,Christlife123!,5,com.psafe.msuite,18/03/21,Christlife123!,100.0
223,I love it it's doing it's job,5,com.psafe.msuite,18/03/21,I love it. it does it's job.,57.1
224,Ok,5,com.psafe.msuite,18/03/21,Ok.,0.0
225,Good,5,com.psafe.msuite,18/03/21,Good.,0.0
226,Works,5,com.psafe.msuite,18/03/21,Works.,0.0
227,"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it. It is extremely helpful.",5,com.psafe.msuite,17/03/21,"It's unobtrusive, but when it detects a problem, I can decide what I need to do to fix it and it is extremely helpful.",87.0
228,Keeps me from daining my battery and getting rid of unnecessary apps.keeps my phone safe,5,com.psafe.msuite,17/03/21,Keeps me from draining my battery and getting rid of unnecessary apps.keeps my phone safe.,86.7
229,0,0,0,0,0,0.0
230,Good,5,com.psafe.msuite,17/03/21,Good.,0.0
231,I like the apps it works and it's quick to get things done and no problems!!,4,com.psafe.msuite,17/03/21,"I like the app, it works, and it's quick to get things done and no problems!!",87.5
232,It's been good.,5,com.psafe.msuite,17/03/21,It's been good.,100.0
233,Good,5,com.psafe.msuite,17/03/21,Good luck!,0.0
234,This is very satisfying ft.slayypoint,5,com.halfbrick.fruitninjafree,18/03/21,This is a very satisfying ft.slayypoint.,60.0
235,Chinna,2,com.halfbrick.fruitninjafree,18/03/21,Chinna,100.0
236,That is so fun and can get so much fun,5,com.halfbrick.fruitninjafree,18/03/21,It is so fun and can get so much fun.,80.0
237,Too good,4,com.halfbrick.fruitninjafree,18/03/21,Too good.,50.0
238,Good,5,com.halfbrick.fruitninjafree,18/03/21,Good Luck!,0.0
239,maganda,5,com.halfbrick.fruitninjafree,18/03/21,maganda.,0.0
240,Amazing :-\👌🔥,5,com.halfbrick.fruitninjafree,18/03/21,Amazing :-.,50.0
241,Super game,5,com.halfbrick.fruitninjafree,18/03/21,Super game.,50.0
242,Very Butiful good game,5,com.halfbrick.fruitninjafree,18/03/21,Great game.,25.0
243,Super,5,com.halfbrick.fruitninjafree,18/03/21,Super Super!,0.0
244,Nice superb,5,com.halfbrick.fruitninjafree,18/03/21,Nice excellent.,50.0
245,Bro i am from thoothukudi good game yaah!!,5,com.halfbrick.fruitninjafree,18/03/21,Bro i am from thoothukudi good game yaah!!,100.0
246,Nice game but it can be improved,4,com.halfbrick.fruitninjafree,18/03/21,Nice game but it can be improved.,85.7
247,Good game,5,com.halfbrick.fruitninjafree,18/03/21,Good game.,50.0
248,😢👩‍🍳,5,com.halfbrick.fruitninjafree,18/03/21,,0.0
249,I remember this game when I was 6 years old and it was amazing 🎮,5,com.halfbrick.fruitninjafree,18/03/21,I remember this game when I was 6 years old and it was amazing!,86.7
250,Not downloadin fast That's all,1,com.halfbrick.fruitninjafree,18/03/21,Not downloading fast That's all.,60.0
251,I like the game,5,com.halfbrick.fruitninjafree,18/03/21,I like the game.,75.0
252,It took to long to load and when it loaded the game was so bad I realised theirs a 2nd version of this but that also sucks this is one of the worst game and I uninstalled it.,1,com.halfbrick.fruitninjafree,18/03/21,It took too long to load and when it loaded the game was so bad I realized there was a 2nd version of this but that also sucks this is one of the worst games and I uninstalled it.,89.5
253,Dogwater,1,com.halfbrick.fruitninjafree,18/03/21,Dogwater,100.0
254,This game is so amazing,1,com.halfbrick.fruitninjafree,18/03/21,This game is so amazing.,80.0
255,so very cute,5,com.halfbrick.fruitninjafree,18/03/21,so very cute..,66.7
256,Nice app,5,com.halfbrick.fruitninjafree,18/03/21,Nice app.,50.0
257,If half brick studios reply to this comment with we are sorry they are g&y,1,com.halfbrick.fruitninjafree,18/03/21,"If half brick studios reply to this comment, we are sorry they are g&y.",80.0
258,LOVE THIS GAME,5,com.halfbrick.fruitninjafree,18/03/21,LOVE THIS GAME!,66.7
259,Hiii the best way Gauges 😝😝😝😝😝😝😝😝😝😝😝,3,com.halfbrick.fruitninjafree,18/03/21,Hiii the best way Gauges.,66.7
260,Good,5,com.halfbrick.fruitninjafree,18/03/21,Good luck!,0.0
261,Hatdog,5,com.halfbrick.fruitninjafree,18/03/21,Hatdog,100.0
262,One of the best games of all time,5,com.halfbrick.fruitninjafree,18/03/21,One of the best games of all time.,87.5
263,AR..😮😊,4,com.halfbrick.fruitninjafree,18/03/21,AR.,0.0
264,"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal .This is the reason for giving 1 star.(my phone is samsung galaxy J7)",1,com.halfbrick.fruitninjafree,18/03/21,"This game is not responding at all and my phone is hang and it started to become flickering because of this game.when i uninstall this game,my phone back to normal.this is the reason for giving 1 stars.(my phone is Samsung galaxy J7).",90.7
265,Like the upgrades and missions,4,com.halfbrick.fruitninjafree,18/03/21,Like the upgrades and missions.,80.0
266,"I can't install the game, it won't let me.",1,com.halfbrick.fruitninjafree,18/03/21,"I can't install the game, it won't let me.",100.0
267,always liked this game,4,com.halfbrick.fruitninjafree,18/03/21,always liked this game.,75.0
268,It is a really good game a bit better than the old one,5,com.halfbrick.fruitninjafree,17/03/21,"It is a really good game, a bit better than the old one.",84.6
269,So cool am game,5,com.halfbrick.fruitninjafree,17/03/21,So cool game.,50.0
270,Very addictive and super fun,5,com.halfbrick.fruitninjafree,17/03/21,Very addictive and super fun.,80.0
271,Very nice game I'm like to this game thank you realize this game I'm not like game but now this the first time l like this game my name is akib l thank for you please send me the all game,5,com.halfbrick.fruitninjafree,17/03/21,Very nice game I'm like this game thank you know this game I'm not like this game but now this the first time l like this game my name is akib. thank you please send me the all game.,85.4
272,Идите на улицу и знакомьтесь. Не в коем случае не платите за данное приложение!,1,com.badoo.mobile,18/03/21,дите на улиу и накомтес. е вкоем слуае не латите а данное рилоение!,35.7
273,Good,4,com.badoo.mobile,18/03/21,Good.,0.0
274,Fake app it has blocked my account three different times when it doesn't go against the regulations i am very pissed about it i have contacted you guys with an email and you don't seem to get back to me so I'm uninstalling it you guys are fake,1,com.badoo.mobile,18/03/21,"Fake app. It has blocked my account three different times and when it doesn't go against the regulations. i am very pissed about it. i have contacted you guys with an email and you don't seem to get back to me. so, I'm uninstalling",83.3
275,Great app,5,com.badoo.mobile,18/03/21,Great app.,50.0
276,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",2,com.badoo.mobile,18/03/21,"Seriously, what's the point in putting filters on when they get taken off after about 2 swipes!!!",100.0
277,Simply give user yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples account closed what the hell app is this!!,1,com.badoo.mobile,18/03/21,"Simply give users a yellow card warning or account being blocked without any justification! Any false report will simply lead to other peoples accounts being closed, what the hell app is this!!",83.3
278,Bad app,1,com.badoo.mobile,18/03/21,Bad app.,50.0
279,"So far better and a good app, need to add video group messaging and share any important news with us.",5,com.badoo.mobile,18/03/21,"So far, better and a good app, need to add video group messaging and share any important news with us.",95.0
280,So so app only.,3,com.badoo.mobile,18/03/21,So app only.,75.0
281,Cool and nice i actually met my wife there,5,com.badoo.mobile,18/03/21,"Cool and nice, i actually met my wife there.",77.8
282,"Hello. As a girl and a valid user of this platform, I am unhappy with your customer support deciding to PERMA ban my account based on one small community guideline breach, that was NOT expected, at all. See, since you advertise Instagram links on your platform, it came to my mind that I could just POST a small Twitch link in my bio. However, you guys said that that is such a HUGE community guideline BREACH that you just can't unban my account, and your front support desk THREATENED ME that if I even make another account with another PHONE NUMBER I will get banned again. Does this sound valid to you? I've used thousands of apps, and none of them had such harsh penalties for one small guideline breach, rather they would just inform you that you can't post links there. First, you did not make it clear at all, and second you're perma banning people just because of their lack of knowledge. I just want to say that any normal user like me would never bother reading guidelines, to say the least, and second, if you've just informed me that I've breached the ToS, I would never do it again. That's how Instagram works. They warn their users, because they CARE about their user's lives. You clearly DO NOT CARE because all you're in for is the money and treating people like TRASH. Now, since I am a Business woman myself, I will suggest your management team investigates this, since I believe this mistake was probably your POOR support desk's work, but if noone sends this matter to your management, I would be happy to find it myself, and have a little talk. :) Thanks!",1,com.badoo.mobile,18/03/21,"Hello. As a girl and a valid user of this platform, I am unhappy with your customer support deciding to PERMA ban my account based on one small community guideline breach, that was NOT expected, at all. See, since you advertise Instagram links on your platform, it came to",99.3
